,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente,DistHistorica
594,Nasua narica,118453,-106.0307691,23.3561247,,False,5,11.16,Mammalia,Carnivora,Procyonidae,293,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=46684a0d16e740d12524200b4604737d,46684a0d16e740d12524200b4604737d,No,NoDIsponible,,,,,,
978,Nasua narica,113953,-106.5921019,23.5249591,,False,5,5.98,Mammalia,Carnivora,Procyonidae,19,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=46c1c144916e2e626eb2946e46f171f9,46c1c144916e2e626eb2946e46f171f9,No,NoDIsponible,,,,,,
772,Nasua narica,209079,-95.0173613,18.5422386,,False,5,19.23,Mammalia,Carnivora,Procyonidae,11,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=46c8182713ecbbe5614dd6133d10ad5e,46c8182713ecbbe5614dd6133d10ad5e,No,NoDIsponible,,,,,,
468,Nasua narica,269597,-87.2273397,21.2194197,,False,5,14.25,Mammalia,Carnivora,Procyonidae,19,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=46d14e4fbfce7cb03bcdd406bdda009e,46d14e4fbfce7cb03bcdd406bdda009e,No,NoDIsponible,,,,,,
736,Nasua narica,122960,-105.5154416,22.6590069,,False,5,11.62,Mammalia,Carnivora,Procyonidae,166,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=46eb8175297df1eaeef29380287a14d4,46eb8175297df1eaeef29380287a14d4,No,NoDIsponible,,,,,,
765,Nasua narica,269506,-87.3426388,20.36662,,False,5,15.73,Mammalia,Carnivora,Procyonidae,16,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=470ba8c1009e4065ce66928e19617220,470ba8c1009e4065ce66928e19617220,No,NoDIsponible,,,,,,
802,Nasua narica,122971,-105.5621336,22.6913191,,False,5,11.67,Mammalia,Carnivora,Procyonidae,90,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=480ab85223672f06d0a4ab8e687d3ee6,480ab85223672f06d0a4ab8e687d3ee6,No,NoDIsponible,,,,,,
1335,Nasua narica,226526,-92.9666667,15.8666667,,False,5,9.75,Mammalia,Carnivora,Procyonidae,895,Terrestre,1999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=484ab84551c311717e95e8c2ace41618,484ab84551c311717e95e8c2ace41618,No,NoDIsponible,,,,,,
1289,Nasua narica,109652,-107.4163889,25.3652778,,False,5,5.91,Mammalia,Carnivora,Procyonidae,464,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=48513166b234643ec1db000dd7c5d196,48513166b234643ec1db000dd7c5d196,No,NoDIsponible,,,,,,
832,Nasua narica,136603,-103.7789538,19.4544677,,False,5,8.75,Mammalia,Carnivora,Procyonidae,999,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4851860a9258b61d0e37d1881ea60579,4851860a9258b61d0e37d1881ea60579,No,NoDIsponible,,,,,,
1285,Nasua narica,265465,-87.4775,20.03,,False,5,15.66,Mammalia,Carnivora,Procyonidae,11,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4870dbe5b985b719e1f41e0000407903,4870dbe5b985b719e1f41e0000407903,Si,NoDIsponible,No,Si,Si,,,
875,Nasua narica,243874,-90.4925822,19.8342799,,False,5,12.22,Mammalia,Carnivora,Procyonidae,21,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=488eff9baadf6d96f188610c8a2d8650,488eff9baadf6d96f188610c8a2d8650,No,NoDIsponible,,,,,,
1125,Nasua narica,194822,-97.1036,18.8497,,False,5,10.84,Mammalia,Carnivora,Procyonidae,1255,Terrestre,1894,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=48b6b94084bc2168e787441b15bac795,48b6b94084bc2168e787441b15bac795,No,NoDIsponible,,,,,,
1270,Nasua narica,185427,-98.2077778,23.7675,,False,4,2.15,Mammalia,Carnivora,Procyonidae,25,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=48c4cc26939d27006918ab000ef73598,48c4cc26939d27006918ab000ef73598,No,NoDIsponible,,,,,,
658,Nasua narica,252182,-89.6429438,18.0283627,,False,5,11.28,Mammalia,Carnivora,Procyonidae,288,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=490aa1a4ed8878417428bb47c75f7b38,490aa1a4ed8878417428bb47c75f7b38,No,NoDIsponible,,,,,,
75,Nasua narica,239293,-90.9567222,16.8915,,False,5,16.88,Mammalia,Carnivora,Procyonidae,102,Terrestre,1998,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=490abddc0c06d01669400e195658f6cf,490abddc0c06d01669400e195658f6cf,Si,NoDIsponible,No,Si,Si,,,
1058,Nasua narica,166090,-100.4175866,25.6330683,,False,4,-6.11,Mammalia,Carnivora,Procyonidae,1634,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4955d48f13d1744b786d3c6c5ad7a226,4955d48f13d1744b786d3c6c5ad7a226,No,NoDIsponible,,,,,,
576,Nasua narica,118453,-106.0443305,23.3327197,,False,5,11.16,Mammalia,Carnivora,Procyonidae,225,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4969fee5a8756a37f858bd598e0bafbc,4969fee5a8756a37f858bd598e0bafbc,No,NoDIsponible,,,,,,
266,Nasua narica,175028,-99.1007063,19.000283,,False,4,3.59,Mammalia,Carnivora,Procyonidae,1941,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=497143534ea0cd9556cff323ca283911,497143534ea0cd9556cff323ca283911,No,NoDIsponible,,,,,,
768,Nasua narica,269506,-87.3325716,20.3596216,,False,5,15.73,Mammalia,Carnivora,Procyonidae,11,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=49752f36abd7f5eabf6255e1375a2be3,49752f36abd7f5eabf6255e1375a2be3,Si,NoDIsponible,No,Si,Si,,,
323,Nasua narica,226781,-92.9357008,17.9999538,,False,5,14.52,Mammalia,Carnivora,Procyonidae,20,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4978b34b76965495c7b76448ada685c5,4978b34b76965495c7b76448ada685c5,No,NoDIsponible,,,,,,
238,Nasua narica,175028,-99.095965,19.00515,,False,4,3.59,Mammalia,Carnivora,Procyonidae,2279,Terrestre,2005,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4998097667a0f9b56ee3a94b6194c905,4998097667a0f9b56ee3a94b6194c905,No,NoDIsponible,,,,,,
1322,Nasua narica,226641,-93.1,16.7269444,,False,5,11.62,Mammalia,Carnivora,Procyonidae,630,Terrestre,1985,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=49dc87d99080a5a8b87690b5b83c7b08,49dc87d99080a5a8b87690b5b83c7b08,No,NoDIsponible,,,,,,
619,Nasua narica,122959,-105.5683991,22.590873,,False,5,12.66,Mammalia,Carnivora,Procyonidae,297,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4a089dd960016e3bfb5f6f0f711b39cb,4a089dd960016e3bfb5f6f0f711b39cb,No,NoDIsponible,,,,,,
808,Nasua narica,122971,-105.5689999,22.6925861,,False,5,11.67,Mammalia,Carnivora,Procyonidae,107,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4a704a773c47d8569da7429ac3afa216,4a704a773c47d8569da7429ac3afa216,No,NoDIsponible,,,,,,
56,Nasua narica,194867,-96.7763889,18.9155556,,False,5,18.16,Mammalia,Carnivora,Procyonidae,457,Terrestre,1888,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4aa606982ce0e4c3539fb1666f85b0ef,4aa606982ce0e4c3539fb1666f85b0ef,No,NoDIsponible,,,,,,
475,Nasua narica,269597,-87.1956797,21.2295899,,False,5,14.25,Mammalia,Carnivora,Procyonidae,11,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4b576998cc68d9427effa0f98247dede,4b576998cc68d9427effa0f98247dede,No,NoDIsponible,,,,,,
441,Nasua narica,265635,-87.5772399,21.3376797,,False,5,12.79,Mammalia,Carnivora,Procyonidae,17,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4bb5eacac8c819939c3604782241bbc6,4bb5eacac8c819939c3604782241bbc6,No,NoDIsponible,,,,,,
588,Nasua narica,118453,-106.0661313,23.3879552,,False,5,11.16,Mammalia,Carnivora,Procyonidae,258,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4c040361349f01bee83b14d38831ee0a,4c040361349f01bee83b14d38831ee0a,No,NoDIsponible,,,,,,
487,Nasua narica,269590,-87.3166666,21.3166666,,False,5,14.54,Mammalia,Carnivora,Procyonidae,27,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4c0530924b45775778d23b8418b1e908,4c0530924b45775778d23b8418b1e908,No,NoDIsponible,,,,,,
280,Nasua narica,194708,-97.05702,17.89709,,False,4,1.03,Mammalia,Carnivora,Procyonidae,900,Terrestre,2003,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4c2399dab74708820849347ebff48553,4c2399dab74708820849347ebff48553,No,NoDIsponible,,,,,,
226,Nasua narica,131959,-104.268683,19.588601,,False,5,8.03,Mammalia,Carnivora,Procyonidae,1940,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4c311e555aeff8af2edcf9f6a8ba66b5,4c311e555aeff8af2edcf9f6a8ba66b5,No,NoDIsponible,,,,,,
287,Nasua narica,261205,-88.51,20.67,,False,5,12.87,Mammalia,Carnivora,Procyonidae,42,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4c89af341cb653e1748f30c18f73e560,4c89af341cb653e1748f30c18f73e560,No,NoDIsponible,,,,,,
723,Nasua narica,199348,-96.157783,15.7322558,,False,5,12.25,Mammalia,Carnivora,Procyonidae,8,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4c8c9339d6a92fac8b8cd54b6a1fbcf2,4c8c9339d6a92fac8b8cd54b6a1fbcf2,No,NoDIsponible,,,,,,
713,Nasua narica,118455,-105.9636897,23.3378955,,False,5,12.83,Mammalia,Carnivora,Procyonidae,268,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4ca8e439d1f7e4a6504a5c64dc617c13,4ca8e439d1f7e4a6504a5c64dc617c13,No,NoDIsponible,,,,,,
1273,Nasua narica,175282,-99.1263889,21.1772222,,False,5,15.87,Mammalia,Carnivora,Procyonidae,1332,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4cfbf43dda1805fa7378fd895ca92859,4cfbf43dda1805fa7378fd895ca92859,No,NoDIsponible,,,,,,
694,Nasua narica,166116,-100.2358241,25.6241911,,False,4,3.18,Mammalia,Carnivora,Procyonidae,1229,Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4d15595ad2d02459337657b59da5c8ff,4d15595ad2d02459337657b59da5c8ff,No,NoDIsponible,,,,,,
1166,Nasua narica,261300,-88.1486111,21.1427778,,False,5,15.14,Mammalia,Carnivora,Procyonidae,21,Terrestre,1879,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4d7b63af71ccd90099484248a976dabc,4d7b63af71ccd90099484248a976dabc,No,NoDIsponible,,,,,,
1073,Nasua narica,166073,-100.1408333,25.3002778,,False,5,4.87,Mammalia,Carnivora,Procyonidae,725,Terrestre,1982,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4de9657d15cd4726d6394fad60ed396c,4de9657d15cd4726d6394fad60ed396c,No,NoDIsponible,,,,,,
979,Nasua narica,166093,-100.4142877,25.7177608,,False,4,-5.54,Mammalia,Carnivora,Procyonidae,1292,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4e1f18b75b8cccc1c93fe224881b2b8b,4e1f18b75b8cccc1c93fe224881b2b8b,No,NoDIsponible,,,,,,
197,Nasua narica,170442,-99.85845,21.41964,,False,4,-7.42,Mammalia,Carnivora,Procyonidae,2102,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4e6218f4b483de1ea75cfbce13b0a48a,4e6218f4b483de1ea75cfbce13b0a48a,Si,NoDIsponible,No,No,Si,,,
952,Nasua narica,269615,-86.8286338,20.9885997,,False,5,16.75,Mammalia,Carnivora,Procyonidae,15,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4e689ca5148cc26a07066d8009880c1d,4e689ca5148cc26a07066d8009880c1d,Si,NoDIsponible,No,Si,Si,,,
1255,Nasua narica,184792,-98.2316667,18.6030556,,False,4,2.14,Mammalia,Carnivora,Procyonidae,1244,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4e7b929da68b59beac252f084558d228,4e7b929da68b59beac252f084558d228,No,NoDIsponible,,,,,,
126,Nasua narica,194723,-96.74639,17.58373,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2539,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=501acb4a990501f1565426dd1ced62bb,501acb4a990501f1565426dd1ced62bb,No,NoDIsponible,,,,,,
540,Nasua narica,166070,-100.2718905,25.5407413,,False,4,-4.17,Mammalia,Carnivora,Procyonidae,754,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=5049e75a24c04ee49edfc2f79ecbf14b,5049e75a24c04ee49edfc2f79ecbf14b,No,NoDIsponible,,,,,,
975,Nasua narica,113953,-106.5921019,23.5161447,,False,5,5.98,Mammalia,Carnivora,Procyonidae,16,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=504f754d8f60d770f93b397345751cc2,504f754d8f60d770f93b397345751cc2,No,NoDIsponible,,,,,,
1096,Nasua narica,194854,-96.8638889,18.8786111,,False,5,16.17,Mammalia,Carnivora,Procyonidae,662,Terrestre,1949,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=5055c82fe24c3da68e5f11d8d401d624,5055c82fe24c3da68e5f11d8d401d624,No,NoDIsponible,,,,,,
411,Nasua narica,175287,-99.0952778,21.2505556,,False,5,19.37,Mammalia,Carnivora,Procyonidae,1038,Terrestre,1996,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=5068e617bd4555912e3d5da6d5044663,5068e617bd4555912e3d5da6d5044663,No,NoDIsponible,,,,,,
437,Nasua narica,265592,-87.5958897,21.3308397,,False,5,13.83,Mammalia,Carnivora,Procyonidae,14,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=50d13ea05783eaf8c802b48aef2c4e79,50d13ea05783eaf8c802b48aef2c4e79,No,NoDIsponible,,,,,,
1036,Nasua narica,204221,-95.5342841,16.85708,,False,5,21.02,Mammalia,Carnivora,Procyonidae,926,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=50ea4e5c59b14f9d093dcc6925c464a0,50ea4e5c59b14f9d093dcc6925c464a0,No,NoDIsponible,,,,,,
558,Nasua narica,269628,-86.8383688,21.1438999,,False,5,20.8,Mammalia,Carnivora,Procyonidae,16,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=5103b6a7c57808e53867797915bc9215,5103b6a7c57808e53867797915bc9215,No,NoDIsponible,,,,,,
510,Nasua narica,175513,-99.278558,23.2031116,,False,4,-1.78,Mammalia,Carnivora,Procyonidae,1689,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=5147b345d35539b8efba041d2ba6477b,5147b345d35539b8efba041d2ba6477b,No,NoDIsponible,,,,,,
1104,Nasua narica,208951,-95.0254088,17.4336467,,False,5,15.08,Mammalia,Carnivora,Procyonidae,22,Terrestre,1947,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=51b5503f449336f4a6ca9d1a3a2e0074,51b5503f449336f4a6ca9d1a3a2e0074,No,NoDIsponible,,,,,,
341,Nasua narica,137056,-103.797461,23.458764,,False,4,-5.6,Mammalia,Carnivora,Procyonidae,2466,Terrestre,1970,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=51f80a2ec75c01bd4580d1aacb8fd1c4,51f80a2ec75c01bd4580d1aacb8fd1c4,Si,NoDIsponible,No,No,Si,,,
1037,Nasua narica,226481,-92.7941108,15.1067219,,False,5,11.11,Mammalia,Carnivora,Procyonidae,25,Terrestre,2012,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=51fd2412b41dd999c166fe24c8b95b95,51fd2412b41dd999c166fe24c8b95b95,Si,NoDIsponible,No,Si,Si,,,
143,Nasua narica,194723,-96.74444,17.55897,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2413,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=52490065b8601aa4fe81b54b812221ca,52490065b8601aa4fe81b54b812221ca,No,NoDIsponible,,,,,,
1046,Nasua narica,166117,-100.3126219,25.7135049,,False,4,-0.33,Mammalia,Carnivora,Procyonidae,533,Terrestre,2013,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=525b45fb33162d031fe88c542485223f,525b45fb33162d031fe88c542485223f,No,NoDIsponible,,,,,,
1017,Nasua narica,83368,-110.5657194,31.308475,,False,4,-14.31,Mammalia,Carnivora,Procyonidae,1422,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=529006c682a7fc4eefd6e91d6acb0218,529006c682a7fc4eefd6e91d6acb0218,No,NoDIsponible,,,,,,
1194,Nasua narica,209016,-95.0244444,18.0494444,,False,5,11.03,Mammalia,Carnivora,Procyonidae,161,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=52a4bbb675c3182bb0a85d013098efd3,52a4bbb675c3182bb0a85d013098efd3,No,NoDIsponible,,,,,,
531,Nasua narica,265472,-87.430358,20.2152783,,False,5,15.33,Mammalia,Carnivora,Procyonidae,11,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=52c6c30ec54285cb0c17a7064c98c139,52c6c30ec54285cb0c17a7064c98c139,Si,NoDIsponible,No,Si,Si,,,
58,Nasua narica,118443,-105.8569411,22.9902781,,False,5,9.85,Mammalia,Carnivora,Procyonidae,29,Terrestre,1897,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=52c938bee0c26583b028a3ccb423ed79,52c938bee0c26583b028a3ccb423ed79,No,NoDIsponible,,,,,,
1210,Nasua narica,105418,-107.9166667,27.2166667,,False,4,-0.06,Mammalia,Carnivora,Procyonidae,572,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=5313348cb8e1f9f2d94c4f96d308ee87,5313348cb8e1f9f2d94c4f96d308ee87,No,NoDIsponible,,,,,,
177,Nasua narica,170442,-99.86508,21.43246,,False,4,-7.42,Mammalia,Carnivora,Procyonidae,1450,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=5340a89618c5fe14feb4a603c4fa5ec9,5340a89618c5fe14feb4a603c4fa5ec9,Si,NoDIsponible,No,No,Si,,,
144,Nasua narica,194723,-96.74444,17.55897,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2413,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=537992d3e5ebf649b02c32d3c1385d07,537992d3e5ebf649b02c32d3c1385d07,No,NoDIsponible,,,,,,
397,Nasua narica,122992,-105.2180022,22.6299172,,False,5,11.77,Mammalia,Carnivora,Procyonidae,682,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=53935da25b8b4681d79c205d87c45c5f,53935da25b8b4681d79c205d87c45c5f,No,NoDIsponible,,,,,,
153,Nasua narica,194723,-96.77671,17.5697,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2318,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=53981e02affdf15f4bd77b513627f47b,53981e02affdf15f4bd77b513627f47b,No,NoDIsponible,,,,,,
299,Nasua narica,155916,-101.48,21.43,,False,4,-11.64,Mammalia,Carnivora,Procyonidae,2323,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=53c616b7684cef63382b46cc7b134f59,53c616b7684cef63382b46cc7b134f59,Si,NoDIsponible,No,No,No,,,
622,Nasua narica,122959,-105.5691716,22.5911899,,False,5,12.66,Mammalia,Carnivora,Procyonidae,266,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=53cb554644e63e0acda75596b3962074,53cb554644e63e0acda75596b3962074,No,NoDIsponible,,,,,,
685,Nasua narica,113957,-106.6347811,23.5997197,,False,5,7.41,Mammalia,Carnivora,Procyonidae,140,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=53e5e4888cc8f4eee220949aa4484f95,53e5e4888cc8f4eee220949aa4484f95,No,NoDIsponible,,,,,,
178,Nasua narica,170442,-99.86508,21.43246,,False,4,-7.42,Mammalia,Carnivora,Procyonidae,1450,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=540d2cbb4d22cfb11ed4af6c71917336,540d2cbb4d22cfb11ed4af6c71917336,Si,NoDIsponible,No,No,Si,,,
480,Nasua narica,269590,-87.3666666,21.3333333,,False,5,14.54,Mammalia,Carnivora,Procyonidae,18,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=542c174baedea988f6f095dbe05bade2,542c174baedea988f6f095dbe05bade2,No,NoDIsponible,,,,,,
87,Nasua narica,175522,-99.1720833,23.0477944,,False,5,13.54,Mammalia,Carnivora,Procyonidae,682,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=544b5bebff9d689c7130cc6191ab3d8f,544b5bebff9d689c7130cc6191ab3d8f,No,NoDIsponible,,,,,,
227,Nasua narica,131959,-104.268683,19.588601,,False,5,8.03,Mammalia,Carnivora,Procyonidae,1940,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=547aec50d21bc5749e68984974779383,547aec50d21bc5749e68984974779383,No,NoDIsponible,,,,,,
1325,Nasua narica,226641,-93.0952778,16.7238889,,False,5,11.62,Mammalia,Carnivora,Procyonidae,704,Terrestre,1985,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=54872dd76e509f7ae570f6c472f0c1ad,54872dd76e509f7ae570f6c472f0c1ad,No,NoDIsponible,,,,,,
1280,Nasua narica,185394,-97.9761111,23.3244444,,False,5,9.84,Mammalia,Carnivora,Procyonidae,84,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=54a33b8a4e1634ea9ad0505627e115df,54a33b8a4e1634ea9ad0505627e115df,No,NoDIsponible,,,,,,
1179,Nasua narica,175029,-99.135513,19.089627,,False,4,-2.87,Mammalia,Carnivora,Procyonidae,3479,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=556b6282940c48702b2e69fcb9ea0db9,556b6282940c48702b2e69fcb9ea0db9,No,NoDIsponible,,,,,,
1097,Nasua narica,194854,-96.8638889,18.8786111,,False,5,16.17,Mammalia,Carnivora,Procyonidae,662,Terrestre,1949,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=557ed954f39099c300f2cb699b0c9f4a,557ed954f39099c300f2cb699b0c9f4a,No,NoDIsponible,,,,,,
198,Nasua narica,170442,-99.85686,21.44225,,False,4,-7.42,Mammalia,Carnivora,Procyonidae,895,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=558f69ac61728f9d1d36a20cd843bfa9,558f69ac61728f9d1d36a20cd843bfa9,Si,NoDIsponible,No,No,Si,,,
645,Nasua narica,166091,-100.3594508,25.6176769,,False,4,-3.31,Mammalia,Carnivora,Procyonidae,909,Terrestre,2013,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=55d2deebcd9ee1e6cf7fa18fd3707ab9,55d2deebcd9ee1e6cf7fa18fd3707ab9,No,NoDIsponible,,,,,,
51,Nasua narica,113915,-106.4152756,23.2361107,,False,5,6.51,Mammalia,Carnivora,Procyonidae,9,Terrestre,1896,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=55d7a135735c16fd4a29d4f234dbdb8b,55d7a135735c16fd4a29d4f234dbdb8b,No,NoDIsponible,,,,,,
210,Nasua narica,194707,-97.05266,17.86731,,False,4,0.65,Mammalia,Carnivora,Procyonidae,967,Terrestre,2005,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=55fec9d9f734fa62c1ddc89d123282e9,55fec9d9f734fa62c1ddc89d123282e9,No,NoDIsponible,,,,,,
1320,Nasua narica,239260,-91.1625,16.8125,,False,5,13.73,Mammalia,Carnivora,Procyonidae,350,Terrestre,1984,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=56af0e18576e9993b30b0c275b215655,56af0e18576e9993b30b0c275b215655,No,NoDIsponible,,,,,,
179,Nasua narica,170442,-99.86508,21.43246,,False,4,-7.42,Mammalia,Carnivora,Procyonidae,1450,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=56be2ef1c449c831859d04188d3e3d03,56be2ef1c449c831859d04188d3e3d03,Si,NoDIsponible,No,No,Si,,,
59,Nasua narica,118443,-105.8569411,22.9902781,,False,5,9.85,Mammalia,Carnivora,Procyonidae,29,Terrestre,1897,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=57162ea9b657b9466bc0d16b47e90c60,57162ea9b657b9466bc0d16b47e90c60,No,NoDIsponible,,,,,,
434,Nasua narica,247979,-89.7409233,18.1280561,,False,5,12.37,Mammalia,Carnivora,Procyonidae,301,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=573194937a2639991ae134f6aa5fb23d,573194937a2639991ae134f6aa5fb23d,No,NoDIsponible,,,,,,
375,Nasua narica,127590,-104.90671,22.11276,,False,5,13.53,Mammalia,Carnivora,Procyonidae,603,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=575a83f850cc1f7d0afe170414f3839f,575a83f850cc1f7d0afe170414f3839f,No,NoDIsponible,,,,,,
1031,Nasua narica,218044,-93.7195586,16.3010544,,False,5,19.22,Mammalia,Carnivora,Procyonidae,1626,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=5819a4065395f8d39a501f999002500c,5819a4065395f8d39a501f999002500c,No,NoDIsponible,,,,,,
