,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente,DistHistorica
352,Nasua narica,96501,-108.9325891,27.02333,,False,4,-0.11,Mammalia,Carnivora,Procyonidae,372,Terrestre,1956,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8ac6bacc544dfec4466e553e951d8249,8ac6bacc544dfec4466e553e951d8249,No,NoDIsponible,,,,,,
778,Nasua narica,113935,-106.6841124,23.6250236,,False,5,7.06,Mammalia,Carnivora,Procyonidae,69,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8ace2a02576592159658d37264bc745d,8ace2a02576592159658d37264bc745d,No,NoDIsponible,,,,,,
1078,Nasua narica,170886,-100.02,25.2833333,,False,4,3.36,Mammalia,Carnivora,Procyonidae,450,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8ae01a5d9213df4213bb6ea1dca3dd32,8ae01a5d9213df4213bb6ea1dca3dd32,No,NoDIsponible,,,,,,
1177,Nasua narica,180473,-98.43611,23.20278,,False,5,9.25,Mammalia,Carnivora,Procyonidae,857,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8aff9275992658e5205a3e5653ffdc68,8aff9275992658e5205a3e5653ffdc68,No,NoDIsponible,,,,,,
562,Nasua narica,269628,-86.8377177,21.1446708,,False,5,20.8,Mammalia,Carnivora,Procyonidae,7,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8b034d65e2514d9e31a9f7d31d2d1074,8b034d65e2514d9e31a9f7d31d2d1074,No,NoDIsponible,,,,,,
1149,Nasua narica,194836,-97.0259944,19.0078333,,False,5,14.8,Mammalia,Carnivora,Procyonidae,1320,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8b1738dfaeed78759e20894061eaf6f2,8b1738dfaeed78759e20894061eaf6f2,No,NoDIsponible,,,,,,
234,Nasua narica,131956,-104.267098,19.585443,,False,5,7.47,Mammalia,Carnivora,Procyonidae,2029,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8b1a5d9478b79386b991415e26e4b24d,8b1a5d9478b79386b991415e26e4b24d,No,NoDIsponible,,,,,,
114,Nasua narica,194723,-96.74073,17.5884,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2455,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8b31a47bf47addc5c2bcb963f2bbae65,8b31a47bf47addc5c2bcb963f2bbae65,No,NoDIsponible,,,,,,
793,Nasua narica,113914,-106.4434299,23.2989999,,False,5,7.44,Mammalia,Carnivora,Procyonidae,35,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8b6a4aaa5e9f01be6c9c847a741f0d6b,8b6a4aaa5e9f01be6c9c847a741f0d6b,No,NoDIsponible,,,,,,
301,Nasua narica,155916,-101.48,21.43,,False,4,-11.64,Mammalia,Carnivora,Procyonidae,2323,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8b7f27ca7bb742c2734a2c4e55c8bea1,8b7f27ca7bb742c2734a2c4e55c8bea1,Si,NoDIsponible,No,No,No,,,
607,Nasua narica,122959,-105.5690858,22.5912694,,False,5,12.66,Mammalia,Carnivora,Procyonidae,256,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8be113721bdcb8fed6dc63bdc84b2733,8be113721bdcb8fed6dc63bdc84b2733,No,NoDIsponible,,,,,,
1351,Nasua narica,239187,-91.3109722,16.1836111,,False,5,20.44,Mammalia,Carnivora,Procyonidae,407,Terrestre,2002,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8be90cdb558b862b1e446c430ebce60d,8be90cdb558b862b1e446c430ebce60d,No,NoDIsponible,,,,,,
100,Nasua narica,165615,-100.0723,21.48144,,False,4,-7.44,Mammalia,Carnivora,Procyonidae,936,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8c3cb84978e89575a1549a4081d603a5,8c3cb84978e89575a1549a4081d603a5,Si,NoDIsponible,No,No,Si,,,
60,Nasua narica,118443,-105.8569411,22.9902781,,False,5,9.85,Mammalia,Carnivora,Procyonidae,29,Terrestre,1897,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8c6480ca144bd6a086b3fd3800acb09a,8c6480ca144bd6a086b3fd3800acb09a,No,NoDIsponible,,,,,,
1170,Nasua narica,105486,-107.9280556,27.8625,,False,4,-10.2,Mammalia,Carnivora,Procyonidae,2229,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8c8ec81a86aa36fe97868f7fc4c0a354,8c8ec81a86aa36fe97868f7fc4c0a354,No,NoDIsponible,,,,,,
133,Nasua narica,194723,-96.76438,17.55418,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2321,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8cc9e3d3f09f5137c2c25804a25f328e,8cc9e3d3f09f5137c2c25804a25f328e,No,NoDIsponible,,,,,,
355,Nasua narica,127525,-104.8939,21.5161,,False,5,7,Mammalia,Carnivora,Procyonidae,923,Terrestre,1955,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8d01e681571445b4544533d55b30f5a1,8d01e681571445b4544533d55b30f5a1,No,NoDIsponible,,,,,,
988,Nasua narica,113958,-106.5918869,23.6834308,,False,5,6.37,Mammalia,Carnivora,Procyonidae,125,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8d30dfc85d715d202552c62936d3002e,8d30dfc85d715d202552c62936d3002e,No,NoDIsponible,,,,,,
161,Nasua narica,194723,-96.75997,17.59256,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2133,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8d403ca6a8212dcfefeb3c0589b25fa4,8d403ca6a8212dcfefeb3c0589b25fa4,No,NoDIsponible,,,,,,
482,Nasua narica,269590,-87.3666666,21.3333333,,False,5,14.54,Mammalia,Carnivora,Procyonidae,18,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8d48183227ee273fbe159f05308baf96,8d48183227ee273fbe159f05308baf96,No,NoDIsponible,,,,,,
560,Nasua narica,269628,-86.8212588,21.1546069,,False,5,20.8,Mammalia,Carnivora,Procyonidae,11,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8d5dc18eee246e08d0fc4b1411ef34b3,8d5dc18eee246e08d0fc4b1411ef34b3,No,NoDIsponible,,,,,,
444,Nasua narica,265635,-87.5772399,21.3376797,,False,5,12.79,Mammalia,Carnivora,Procyonidae,17,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8d9edd14aeed845d18d101c77ac3bbc8,8d9edd14aeed845d18d101c77ac3bbc8,No,NoDIsponible,,,,,,
413,Nasua narica,174966,-99.1279361,18.5840417,,False,5,6.85,Mammalia,Carnivora,Procyonidae,911,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8d9f4eaad3df4349726bb2c2eadc192d,8d9f4eaad3df4349726bb2c2eadc192d,No,NoDIsponible,,,,,,
10,Nasua narica,150864,-102.1113611,19.4293056,,False,4,1.96,Mammalia,Carnivora,Procyonidae,1978,Terrestre,2004,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8db589595b2121f0faf6e82821cfcb84,8db589595b2121f0faf6e82821cfcb84,No,NoDIsponible,,,,,,
762,Nasua narica,170155,-99.5099005,18.6690977,,False,5,9.21,Mammalia,Carnivora,Procyonidae,1060,Terrestre,2005,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8dfb66b088c26beb6e72044176eae417,8dfb66b088c26beb6e72044176eae417,No,NoDIsponible,,,,,,
561,Nasua narica,269628,-86.8370966,21.1424361,,False,5,20.8,Mammalia,Carnivora,Procyonidae,14,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8e037de6a573561c2df4b19548860122,8e037de6a573561c2df4b19548860122,No,NoDIsponible,,,,,,
167,Nasua narica,170442,-99.87257,21.45067,,False,4,-7.42,Mammalia,Carnivora,Procyonidae,948,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8e23dd71614b5f0b856b2794b3fabbc3,8e23dd71614b5f0b856b2794b3fabbc3,Si,NoDIsponible,No,No,Si,,,
1182,Nasua narica,256895,-88.57134,20.684,,False,5,12.87,Mammalia,Carnivora,Procyonidae,31,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8e6141d5c9aedce842ae1b7996f75b88,8e6141d5c9aedce842ae1b7996f75b88,No,NoDIsponible,,,,,,
1118,Nasua narica,131893,-104.3156,19.0517,,False,5,12.87,Mammalia,Carnivora,Procyonidae,28,Terrestre,1892,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8e7deceb74f68211f5a7978d760f2a6d,8e7deceb74f68211f5a7978d760f2a6d,Si,NoDIsponible,No,Si,Si,,,
822,Nasua narica,113947,-106.6532133,23.7352261,,False,4,4.13,Mammalia,Carnivora,Procyonidae,137,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8e87755a97a60859551877d7cd4b2ac5,8e87755a97a60859551877d7cd4b2ac5,No,NoDIsponible,,,,,,
1154,Nasua narica,175722,-99.0166667,24.6333333,,False,4,0.48,Mammalia,Carnivora,Procyonidae,555,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8e9b4a74e1f061a6301d18eba907ae78,8e9b4a74e1f061a6301d18eba907ae78,No,NoDIsponible,,,,,,
672,Nasua narica,118452,-105.9321497,23.2840841,,False,5,10.47,Mammalia,Carnivora,Procyonidae,352,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8e9f996d33aa63db9fcd48ef9b139049,8e9f996d33aa63db9fcd48ef9b139049,No,NoDIsponible,,,,,,
1203,Nasua narica,235158,-91.9822222,17.5091667,,False,5,13.37,Mammalia,Carnivora,Procyonidae,86,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8ed56be9be2ed419e2adcd0b9f34fd92,8ed56be9be2ed419e2adcd0b9f34fd92,No,NoDIsponible,,,,,,
162,Nasua narica,194723,-96.75997,17.59256,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2133,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8f09bc2b4f1c4ea434ae9b069fd9874d,8f09bc2b4f1c4ea434ae9b069fd9874d,No,NoDIsponible,,,,,,
901,Nasua narica,269505,-87.3612388,20.3141208,,False,5,15.73,Mammalia,Carnivora,Procyonidae,17,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8f42219bdd4a112612586f813da170de,8f42219bdd4a112612586f813da170de,Si,NoDIsponible,No,Si,Si,,,
1099,Nasua narica,194854,-96.8416667,18.8783333,,False,5,16.17,Mammalia,Carnivora,Procyonidae,606,Terrestre,1948,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8f596fb143fe8c503a73b656d4517f81,8f596fb143fe8c503a73b656d4517f81,No,NoDIsponible,,,,,,
689,Nasua narica,166116,-100.2352877,25.6326388,,False,4,3.18,Mammalia,Carnivora,Procyonidae,1700,Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8fcded68c1059aef2f8ccbd765b33c7d,8fcded68c1059aef2f8ccbd765b33c7d,No,NoDIsponible,,,,,,
387,Nasua narica,127582,-105.04485,22.3784,,False,5,10.48,Mammalia,Carnivora,Procyonidae,317,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=90262b31e7b33b0675e478366881277b,90262b31e7b33b0675e478366881277b,No,NoDIsponible,,,,,,
939,Nasua narica,118446,-105.9168611,23.1563213,,False,5,6.77,Mammalia,Carnivora,Procyonidae,119,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=905f4df8ad5801c98844f8669bf48bc0,905f4df8ad5801c98844f8669bf48bc0,No,NoDIsponible,,,,,,
29,Nasua narica,261161,-88.098188,19.762232,,False,5,14.44,Mammalia,Carnivora,Procyonidae,29,Terrestre,2004,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=90624283640f9c4f3f5297c63e175bd3,90624283640f9c4f3f5297c63e175bd3,No,NoDIsponible,,,,,,
1100,Nasua narica,194854,-96.8416667,18.8783333,,False,5,16.17,Mammalia,Carnivora,Procyonidae,606,Terrestre,1949,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=90aec61a8c59b851e31951d31dd0476a,90aec61a8c59b851e31951d31dd0476a,No,NoDIsponible,,,,,,
431,Nasua narica,247974,-89.9222369,18.3431113,,False,5,13.54,Mammalia,Carnivora,Procyonidae,228,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=90c54420f1cf1c1fb3b25a4877710f14,90c54420f1cf1c1fb3b25a4877710f14,No,NoDIsponible,,,,,,
897,Nasua narica,118451,-105.9884974,23.2568224,,False,5,10.17,Mammalia,Carnivora,Procyonidae,330,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=90de9b26170a01a703af4d0b02f97da6,90de9b26170a01a703af4d0b02f97da6,No,NoDIsponible,,,,,,
883,Nasua narica,113954,-106.601715,23.5362908,,False,5,8.41,Mammalia,Carnivora,Procyonidae,36,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9102934badb2979753999dbfde47a27d,9102934badb2979753999dbfde47a27d,No,NoDIsponible,,,,,,
1200,Nasua narica,185715,-97.9075,25.8355556,,False,4,-13.64,Mammalia,Carnivora,Procyonidae,21,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=915f2312bc1071c704646f885b3f5b0b,915f2312bc1071c704646f885b3f5b0b,No,NoDIsponible,,,,,,
693,Nasua narica,166116,-100.2350688,25.6322599,,False,4,3.18,Mammalia,Carnivora,Procyonidae,1665,Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=915fac49ae7ef94b5fd395aa9b7d8166,915fac49ae7ef94b5fd395aa9b7d8166,No,NoDIsponible,,,,,,
317,Nasua narica,226781,-92.9349391,17.9992994,,False,5,14.52,Mammalia,Carnivora,Procyonidae,13,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=921cf9600b6ae347d31ae6c006aed5e0,921cf9600b6ae347d31ae6c006aed5e0,No,NoDIsponible,,,,,,
127,Nasua narica,194723,-96.74639,17.58373,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2539,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=92249763797e1b1a6f9a48c4eb475067,92249763797e1b1a6f9a48c4eb475067,No,NoDIsponible,,,,,,
737,Nasua narica,122960,-105.5147549,22.6590069,,False,5,11.62,Mammalia,Carnivora,Procyonidae,170,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=925cd82e544a6693853201c1a7f3ee00,925cd82e544a6693853201c1a7f3ee00,No,NoDIsponible,,,,,,
208,Nasua narica,131957,-104.277462,19.608327,,False,5,6.84,Mammalia,Carnivora,Procyonidae,1873,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=925e5c02ed75639b6b913ef150be4168,925e5c02ed75639b6b913ef150be4168,No,NoDIsponible,,,,,,
449,Nasua narica,265635,-87.5346397,21.3777799,,False,5,12.79,Mammalia,Carnivora,Procyonidae,12,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9264ab7e8593d59a356350cfd2e12b15,9264ab7e8593d59a356350cfd2e12b15,No,NoDIsponible,,,,,,
1332,Nasua narica,222423,-93.5708333,16.3261111,,False,5,8.33,Mammalia,Carnivora,Procyonidae,667,Terrestre,1998,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=926698ea4c2bed2a5d8f3311c56a3c75,926698ea4c2bed2a5d8f3311c56a3c75,No,NoDIsponible,,,,,,
462,Nasua narica,269596,-87.1609497,21.1808899,,False,5,13.39,Mammalia,Carnivora,Procyonidae,9,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9277ef0a877983901c960d789875db6f,9277ef0a877983901c960d789875db6f,No,NoDIsponible,,,,,,
1131,Nasua narica,213731,-94.4353,18.1378,,False,5,15.49,Mammalia,Carnivora,Procyonidae,30,Terrestre,1947,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=92c775fea22cd6ec054b92e611c46193,92c775fea22cd6ec054b92e611c46193,Si,NoDIsponible,No,Si,Si,,,
183,Nasua narica,170442,-99.86508,21.43246,,False,4,-7.42,Mammalia,Carnivora,Procyonidae,1450,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=92f07e3a57ecb9c8aec3132998d6a276,92f07e3a57ecb9c8aec3132998d6a276,Si,NoDIsponible,No,No,Si,,,
1183,Nasua narica,265572,-87.6025,20.86889,,False,5,13.97,Mammalia,Carnivora,Procyonidae,23,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=92f43380fdac96cd89da7de01d23a411,92f43380fdac96cd89da7de01d23a411,No,NoDIsponible,,,,,,
55,Nasua narica,194982,-96.8541667,19.9280556,,False,5,19.93,Mammalia,Carnivora,Procyonidae,321,Terrestre,1888,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=93679e8d41b5e6b1d2cf48f2a4aca1e2,93679e8d41b5e6b1d2cf48f2a4aca1e2,No,NoDIsponible,,,,,,
989,Nasua narica,113958,-106.6075944,23.6604838,,False,5,6.37,Mammalia,Carnivora,Procyonidae,187,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=939857479d488fb1aca3d2f5607aa03c,939857479d488fb1aca3d2f5607aa03c,No,NoDIsponible,,,,,,
556,Nasua narica,269628,-86.8373477,21.1426599,,False,5,20.8,Mammalia,Carnivora,Procyonidae,9,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=93af26bdd183b94416ab83140aa51137,93af26bdd183b94416ab83140aa51137,No,NoDIsponible,,,,,,
1254,Nasua narica,175044,-99.3722222,19.2805556,,False,4,-12.76,Mammalia,Carnivora,Procyonidae,3068,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=93b8e305dba8326dfa3dfd164fe5df21,93b8e305dba8326dfa3dfd164fe5df21,Si,NoDIsponible,No,No,Si,,,
1064,Nasua narica,127831,-105.1202769,24.3855638,,False,4,-9.94,Mammalia,Carnivora,Procyonidae,2272,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=93ce7c58e399c270c1370df46d6e097d,93ce7c58e399c270c1370df46d6e097d,Si,NoDIsponible,No,No,Si,,,
1244,Nasua narica,175030,-99.1727778,19.1355556,,False,4,-3.19,Mammalia,Carnivora,Procyonidae,3003,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9412ad0e522e951271448faa8257286d,9412ad0e522e951271448faa8257286d,No,NoDIsponible,,,,,,
575,Nasua narica,118453,-106.0692213,23.3907911,,False,5,11.16,Mammalia,Carnivora,Procyonidae,393,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=94a01c4417b2c105d685d54d649df3a7,94a01c4417b2c105d685d54d649df3a7,No,NoDIsponible,,,,,,
302,Nasua narica,155916,-101.48,21.43,,False,4,-11.64,Mammalia,Carnivora,Procyonidae,2323,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=94ef2c281d2b2a8c1eb56d6e3a621077,94ef2c281d2b2a8c1eb56d6e3a621077,Si,NoDIsponible,No,No,No,,,
748,Nasua narica,113936,-106.7039391,23.7065447,,False,5,6.37,Mammalia,Carnivora,Procyonidae,140,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=94f9207df1b3cd7835eacaa81ac74119,94f9207df1b3cd7835eacaa81ac74119,No,NoDIsponible,,,,,,
21,Nasua narica,261063,-88.464326,19.352797,,False,5,16.6,Mammalia,Carnivora,Procyonidae,19,Terrestre,2004,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=950beb81a3aa5a0364936a5070d0814d,950beb81a3aa5a0364936a5070d0814d,No,NoDIsponible,,,,,,
381,Nasua narica,127688,-105.0812222,23.147,,False,4,1.49,Mammalia,Carnivora,Procyonidae,1067,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=952ab96cdde295ebba285a43ace754fc,952ab96cdde295ebba285a43ace754fc,No,NoDIsponible,,,,,,
426,Nasua narica,247978,-89.7688588,18.2255855,,False,5,13.26,Mammalia,Carnivora,Procyonidae,305,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=95b44519b3c78b8017b0c7051487e5ad,95b44519b3c78b8017b0c7051487e5ad,No,NoDIsponible,,,,,,
692,Nasua narica,166116,-100.2458669,25.6486449,,False,4,3.18,Mammalia,Carnivora,Procyonidae,890,Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=95cdb7ea2e4c6132182de35a92caab4c,95cdb7ea2e4c6132182de35a92caab4c,No,NoDIsponible,,,,,,
244,Nasua narica,175028,-99.0792258,19.0355308,,False,4,3.59,Mammalia,Carnivora,Procyonidae,2733,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=961be4f27cf9ee42f20b422e9ffce9ce,961be4f27cf9ee42f20b422e9ffce9ce,No,NoDIsponible,,,,,,
1309,Nasua narica,226645,-93.1236111,16.8602778,,False,5,18.93,Mammalia,Carnivora,Procyonidae,1302,Terrestre,1990,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=96c69042f071aa2d4c0b5a164e7257a0,96c69042f071aa2d4c0b5a164e7257a0,No,NoDIsponible,,,,,,
1184,Nasua narica,122950,-105.77167,22.65861,,False,5,8.73,Mammalia,Carnivora,Procyonidae,9,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=96e882d0473c2da52853ed1809ca3d20,96e882d0473c2da52853ed1809ca3d20,No,NoDIsponible,,,,,,
635,Nasua narica,166091,-100.3618025,25.6135508,,False,4,-3.31,Mammalia,Carnivora,Procyonidae,1079,Terrestre,2012,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=97044236d550c87b660fa1f5d269e1aa,97044236d550c87b660fa1f5d269e1aa,No,NoDIsponible,,,,,,
674,Nasua narica,118452,-105.9835194,23.2916527,,False,5,10.47,Mammalia,Carnivora,Procyonidae,317,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=976de99c62f7d9dd1269166b91b2213d,976de99c62f7d9dd1269166b91b2213d,No,NoDIsponible,,,,,,
338,Nasua narica,209074,-95.1136162,18.4925,,False,5,19.9,Mammalia,Carnivora,Procyonidae,974,Terrestre,1956,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=97767bc1a48af1a2bc56078691b53e02,97767bc1a48af1a2bc56078691b53e02,No,NoDIsponible,,,,,,
232,Nasua narica,131956,-104.265503,19.585389,,False,5,7.47,Mammalia,Carnivora,Procyonidae,2042,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=97ed5b4b149898ea05f4c7ab02d8e56e,97ed5b4b149898ea05f4c7ab02d8e56e,No,NoDIsponible,,,,,,
1205,Nasua narica,137144,-103.6811111,23.955,,False,4,-14.99,Mammalia,Carnivora,Procyonidae,2211,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=982647f36628f53a0ae5152eda573f90,982647f36628f53a0ae5152eda573f90,Si,NoDIsponible,No,No,Si,,,
928,Nasua narica,222511,-93.1870969,16.6196347,,False,5,11.32,Mammalia,Carnivora,Procyonidae,723,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9828a03540acf9382b18770a130dd4b9,9828a03540acf9382b18770a130dd4b9,No,NoDIsponible,,,,,,
1315,Nasua narica,239270,-91.0833333,16.7166667,,False,5,15.36,Mammalia,Carnivora,Procyonidae,275,Terrestre,2000,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=986d005c681d9ed6720d63ca6dbd4103,986d005c681d9ed6720d63ca6dbd4103,No,NoDIsponible,,,,,,
427,Nasua narica,247978,-89.7688588,18.2255855,,False,5,13.26,Mammalia,Carnivora,Procyonidae,305,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=986d13dc2fe9a03affabcc114d085bf1,986d13dc2fe9a03affabcc114d085bf1,No,NoDIsponible,,,,,,
419,Nasua narica,252275,-89.2970713,18.4158699,,False,5,11.97,Mammalia,Carnivora,Procyonidae,233,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=98e004d1341805b2770bd6f174325e10,98e004d1341805b2770bd6f174325e10,No,NoDIsponible,,,,,,
606,Nasua narica,122959,-105.5684849,22.5911899,,False,5,12.66,Mammalia,Carnivora,Procyonidae,277,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=98f2f550a4063431067dfc306ec8921b,98f2f550a4063431067dfc306ec8921b,No,NoDIsponible,,,,,,
382,Nasua narica,127688,-105.08565,23.1453333,,False,4,1.49,Mammalia,Carnivora,Procyonidae,884,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9925a9f4aa516b8abb3ac817004b03cf,9925a9f4aa516b8abb3ac817004b03cf,No,NoDIsponible,,,,,,
61,Nasua narica,118443,-105.8569411,22.9902781,,False,5,9.85,Mammalia,Carnivora,Procyonidae,29,Terrestre,1897,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9927db99b7a05a20e4c8c90e3992ff22,9927db99b7a05a20e4c8c90e3992ff22,No,NoDIsponible,,,,,,
490,Nasua narica,269594,-87.2291697,21.1826799,,False,5,14.93,Mammalia,Carnivora,Procyonidae,9,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=995b0981da8428b1302c2375a0ffbd34,995b0981da8428b1302c2375a0ffbd34,No,NoDIsponible,,,,,,
985,Nasua narica,150838,-102.0269419,19.1756619,,False,5,6.59,Mammalia,Carnivora,Procyonidae,609,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=998107e3dd4c321849687b7e0807bfe1,998107e3dd4c321849687b7e0807bfe1,No,NoDIsponible,,,,,,
